[11/30/2020, 10:28 AM] Rao sir: https://photos.app.goo.gl/B4p8FGegEQednJZHA JEE 30/11/2020
[5/8/2021, 5:00 PM] Rao sir: https://photos.app.goo.gl/nmJXLSTqcT3L2DCs8 JEE SOLUTIONS 26/2/2021(MORNING SESSION) PART 1
[5/9/2021, 6:33 PM] Rao sir: https://photos.app.goo.gl/gvPxQSJZQ96kkzjC7 JEE SOLUTIONS 26/2/2021(MORNING SESSION) PART 2
[5/10/2021, 8:32 PM] Rao sir: https://photos.app.goo.gl/ihSWmhkWBVmNG4Ym8 JEE SOLUTIONS 26/2/2021 ( AFTERNOON SESSION) PART-1
[5/11/2021, 4:57 PM] Rao sir: https://photos.app.goo.gl/sq6Z2b9HYgqRFTeX7 JEE SOLUTIONS 26/2/2021(EVENING SESSION) PART 2
[5/12/2021, 7:53 PM] Rao sir: https://photos.app.goo.gl/GzKyQiu1QcQbBKuQ6 JEE COMPOSITE FUNCTIONS EXCERCISE -4
[7/12/2021, 7:19 PM] Rao sir: https://photos.app.goo.gl/XXfvbWJ3BpZtsuey9 JEE EXTRA CLASS (CALCULUS) DAY  1
[7/13/2021, 5:53 PM] Rao sir: https://photos.app.goo.gl/aTuiGRZsp643Lpxp6 JEE EXTRA CLASS ( ALGEBRA) DAY- 2
[7/14/2021, 7:37 PM] Rao sir: https://photos.app.goo.gl/SvfZyFpPNiv8Bfmo8 JEE EXTRA CLASS ( GEOMETRY) DAY- 3
[7/15/2021, 7:51 PM] Rao sir: https://photos.app.goo.gl/zeNMog4zRYq8oKpRA JEE EXTRA CLASS (CALCULUS) DAY 4
[7/16/2021, 7:04 PM] Rao sir: https://photos.app.goo.gl/ZUVnzZxgtKsTXQzSA JEE EXTRA CLASS (ALGEBRA) DAY- 5
[7/17/2021, 6:14 PM] Rao sir: https://photos.app.goo.gl/xaMWtKKedCvhS1ph6 JEE EXTRA CLASS ( GEOMETRY) DAY- 6
[7/18/2021, 9:17 PM] Rao sir: https://photos.app.goo.gl/7nFvs2YWRvxurRuo9 JEE EXTRA CLASS ( CALCULUS) DAY- 7
[7/20/2021, 7:48 PM] Rao sir: https://photos.app.goo.gl/h3JEHvshhtbmU8C86 JEE EXTRA CLASS (ALGEBRA) DAY 8
[7/22/2021, 7:55 PM] Rao sir: https://photos.app.goo.gl/G2XGtnLkUVeczPPi8 JEE(MAINS) 3rd PHASE MORNING SESSION (20/7/2021) PART 1
[7/23/2021, 7:36 PM] Rao sir: https://photos.app.goo.gl/BonaqA5RSCkLdNRk7 JEE(MAINS) 3rd PHASE MORNING SESSION (20/7/2021) PART 2
[7/24/2021, 7:55 PM] Rao sir: https://photos.app.goo.gl/ByzUdYQH6JAhcgQU9 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (20/7/2021) PART 1
[7/25/2021, 8:09 PM] Rao sir: https://photos.app.goo.gl/V2rcpPj9DRwdqXpk8 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (20/7/2021) PART 2
[7/26/2021, 8:49 PM] Rao sir: https://photos.app.goo.gl/nVhi4ydGE54j4uEj9 JEE (MAINS) PHASE 3rd AFTERNOON SESSION PART - 1
[7/27/2021, 6:39 PM] Rao sir: https://photos.app.goo.gl/5qoQDaQXTTVV1JBXA JEE(MAINS) 3rd PHASE AFTERNOON SESSION (22/7/2021) PART 2
[7/27/2021, 6:53 PM] +91 94233 07098: https://photos.app.goo.gl/5qoQDaQXTTVV1JBXA JEE(MAINS) 3rd PHASE AFTERNOON SESSION (22/7/2021) PART 2
[7/28/2021, 4:36 PM] Rao sir: https://photos.app.goo.gl/qXH3414ULfosw8Mm7 JEE(MAINS) 3rd PHASE MORNING SESSION (25/7/2021) PART 1
[7/29/2021, 7:22 PM] Rao sir: https://photos.app.goo.gl/EKKq65WRtMmgu7W56 JEE(MAINS) 3rd PHASE MORNING SESSION (25/7/2021) PART 2
[7/31/2021, 7:21 PM] Rao sir: https://photos.app.goo.gl/YSPE9VXAU3p6ocT2A JEE(MAINS) 3rd PHASE AFTERNOON SESSION (25/7/2021) PART 1
[8/1/2021, 8:14 PM] Rao sir: https://photos.app.goo.gl/PC95UTfFAYGK5ZAT6 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (25/7/2021) PART 2
[8/2/2021, 9:35 PM] Rao sir: https://drive.google.com/file/d/1JFaRx9AVPCK8MMqubI-h-dG_OjSK3jU_/view?usp=drivesdk JEE(MAINS) 3rd PHASE MORNING SESSION (27/7/2021) PART-1
[8/4/2021, 6:15 AM] Rao sir: https://photos.app.goo.gl/7BDSXehZcksHmFcZA JEE(MAINS) 3rd PHASE MORNING SESSION (27/7/2021) PART 2
[8/7/2021, 9:15 PM] Rao sir: https://photos.app.goo.gl/kp87gChq7mWyJcn29 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (27/7/2021) PART 1
[8/8/2021, 8:59 PM] Rao sir: https://photos.app.goo.gl/uNdZ9C6BAj81oZBr5 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (27/7/2021) PART 2
[8/9/2021, 8:43 PM] Rao sir: https://photos.app.goo.gl/phWmV4fZWARHiSAf6 JEE(MAINS) 3rd PHASE AFTERNOON SESSION (27/7/2021) PART 3


